password,zxcvbn_score,zxcvbn_guesses,attack_match_type
#2006wintermancarnage,4,151533222400000,contains_common_password
#2007@testzombie,4,228318880000,contains_common_password
#2007_summerkris,4,222832000000,contains_common_password
#2007fallderek,4,47500000000,contains_common_password
#2007falljimmy,4,29200000000,contains_common_password
#2007falljosh,4,113500000000,contains_common_password
#2007fallkarel,4,1069778209600,contains_common_password
#2007fallkern12,4,8088400000000,contains_common_password
#2007fallrobert,4,15100000000,contains_common_password
#2007falltestadmin,4,80794000000000,contains_common_password
#2007falluserlucky,4,373240000000000,contains_common_password
#2007fallzhangchun,4,7048466800000000,contains_common_password
#2007shannonadmin,4,52867000000,contains_common_password
#2007spring#katieb,4,89836000000000,contains_common_password
#2007spring#kelly1991,4,10297600600000000,contains_common_password
#2007springadminadmin,4,578341600000,contains_common_password
#2007springadminbaba,4,234283336000000,contains_common_password
#2007springadminzhang,4,3693112996000000,contains_common_password
#2007springmango,4,1028365334800,contains_common_password
#2007springrobert,4,20290000000,contains_common_password
#2007springshawn,4,36442000000,contains_common_password
#2007springspringuser,4,1027918158400,contains_common_password
#2007springstacey,4,84494200000,contains_common_password
#2007springtestboy,4,34497632800000,contains_common_password
#2007springtiger,4,84898000000,contains_common_password
#2007springwashingtonkate,4,62258075200000,contains_common_password
#2007springzhang,4,1028400869200,contains_common_password
#2007summermangoes,4,954245800000,contains_common_password
#2007summerspringkathryn,4,10138801600000,contains_common_password
#2007summerwinterjoe,4,2570881600000,contains_common_password
#2007summerzhang,4,132455800000,contains_common_password
#2007test308211,4,2227600000000,contains_common_password
#2007testadmin1996,4,8979400000000,contains_common_password
#2007testgirl2,4,1035659324800,contains_common_password
#2007testshackle,4,936591400000,contains_common_password
#2007winterbessie,4,24428800000,contains_common_password
#2007winterchuck,4,52217200000,contains_common_password
#2007winterliliane,4,4898857600000,contains_common_password
#2007wintermango,4,356438800000,contains_common_password
#2008_alexey_,4,225556000000,contains_common_password
#2008fallbrian,4,15100000000,contains_common_password
#2008falljames,4,15100000000,contains_common_password
#2008fallmichael,4,15100000000,contains_common_password
#2008springbaba,4,81667600000,contains_common_password
#2008springdavid,4,20290000000,contains_common_password
#2008springgabrielle,4,252475000000,contains_common_password
#2008springgavin,4,231477400000,contains_common_password
#2008springkyle,4,49363600000,contains_common_password
#2008springleek,4,1054403166400,contains_common_password
#2008springmichael,4,20290000000,contains_common_password
#2008springmike,4,41691400000,contains_common_password
#2008springspringadmin,4,578392000000,contains_common_password
#2008springtiger11,4,1180781260000,contains_common_password
#2008springtroy,4,54209200000,contains_common_password
#2008springzombie,4,245610400000,contains_common_password
#2008summerfallmike,4,10159501600000,contains_common_password
#2008summerfrostzane,4,71676424000000,contains_common_password
#2008summermanfall,4,8825593600000,contains_common_password
#2008summerspringcouscous,4,2230198897600000,contains_common_password
#2008testadminuser,4,251393572000000,contains_common_password
#2008testmejazaz,4,13276000000000,contains_common_password
#2008winteradminpeter,4,16958800000000,contains_common_password
#2008winterdaisy,4,32352400000,contains_common_password
#2008winterfalldaisy,4,70278155200000,contains_common_password
#2008winterfallkaz,4,25552000000000,contains_common_password
#2008winterhoney,4,23870800000,contains_common_password
#2008winterlindsey,4,33022000000,contains_common_password
#2008winterspringdaniel,4,16021360000000,contains_common_password
#2008winterspringkelly,4,21128622400000,contains_common_password
#2008wintertestfalljane,4,18583060024000000,contains_common_password
#2008wintertwin,4,215711200000,contains_common_password
#2008winterwinter19,4,22540000000,contains_common_password
#2008winterwolf#,4,1245520000000,contains_common_password
#2009_alexandra_,4,25444000000,contains_common_password
#2009_alexey10,4,1024900000000,contains_common_password
#2009adminfall,4,230473000000,contains_common_password
#2009fall10david,4,1660000000000,contains_common_password
#2009fall_wooden,4,3596440000000,contains_common_password
#2009fallfrosty,4,387700000000,contains_common_password
#2009falljulien,4,1029232561600,contains_common_password
#2009fallkamran,4,1096940958400,contains_common_password
#2009fallkate,4,132400000000,contains_common_password
#2009falltestkiki,4,23543200000000,contains_common_password
#2009fallwesley,4,49600000000,contains_common_password
#2009fallwheatbutter,4,594568000000000,contains_common_password
#2009fallwinterxian,4,1358056000000000,contains_common_password
#2009mikeval,4,33100000000,contains_common_password
#2009springcarolyn,4,20290000000,contains_common_password
#2009springcherry,4,162427600000,contains_common_password
#2009springdavid,4,20290000000,contains_common_password
#2009springgavankay,4,889360000000000,contains_common_password
#2009springjane,4,31192600000,contains_common_password
#2009springkenshaw,4,54159462400000,contains_common_password
#2009springpawboy,4,9883600000000,contains_common_password
#2009springshawn,4,36442000000,contains_common_password
#2009springtestdavid,4,8510680000000,contains_common_password
#2009springuserstuck,4,1777508408800000,contains_common_password
#2009springwinterbilly,4,22931185600000,contains_common_password
#2009springzhang,4,1028400869200,contains_common_password
#2009summerbradford,4,16784200000,contains_common_password
#2009summerdaisy,4,12064600000,contains_common_password
#2009summerfallvivian,4,17184750400000,contains_common_password
#2009summerwilly,4,33923800000,contains_common_password
#2009summerxie,4,41500000000,contains_common_password
#2009testadmin,4,39997000000,contains_common_password
#2009testfall1999fall,4,26090990200000000,contains_common_password
#2009testspring,4,37653400000,contains_common_password
#2009testuserzhang,4,1807082650000,contains_common_password
#2009testzhang,4,178492600000,contains_common_password
#2009userchris,4,88591600000,contains_common_password
#2009userfall,4,330100000000,contains_common_password
#2009userfallon,4,1039454074000,contains_common_password
#2009userfallout,4,1051424916400,contains_common_password
#2009userlarry,4,47170000000,contains_common_password
#2009winterbobo,4,22643200000,contains_common_password
#2009winterdaisy,4,32352400000,contains_common_password
